word,answer,cosine_similarity
dood,kraken,0.506
hoorn,schreeuw,0.656
man,holbewoner,0.583
misschien,interesse,0.547
oud,bejaarde,0.799
zwemmen,vuurwerk,0.522
rijk,eureka,0.482
auto,auto,1.0
koud,kou,0.951
berg,motor,0.552
ziek,kuchen,0.642
onweer,opstijgen,0.546
drinken,weer,0.506
horen,brommen,0.651
water,slang,0.671
koken,koken,1.0
haasten,haast,0.773
vogel,vogel,1.0
heet,heet,1.0
luidruchtig,doof,0.584
blazen,blazen,1.0
lachen,lachen,1.0
likken,kat,0.606
slapen,slapen,1.0
knippen,knippen,1.0
comfortabel,misschien,0.519
kat,kat,1.0
vrouw,naakt,0.538
blij,blij,1.0
verdrietig,verdrietig,1.0
dik,dik,1.0
kruipen,kruipen,1.0
rennen,rennen,1.0
geheim,stilte,0.705
geheim,geheim,1.0
zwaaien,zwaaien,1.0
hond,rat,0.692
hond,konijn,0.726
hond,hond,1.0
goed,goed,1.0
niet,nee,0.873
niet,fout,0.629
niet,niet,1.0
stil,stilte,0.896
stil,stiller,1.0
stil,ssst,
zuur,zuur,1.0
ademen,ademhalen,0.994
weten,slim,0.606
weten,idee,0.646
weten,gedachte,0.683
vliegtuig,vliegen,0.872
vliegtuig,zweven,0.716
vliegtuig,vliegtuig,1.0
bal,bal,1.0
walgen,nee,0.552
walgen,afwijzing,0.618
walgen,afgunst,0.663
vis,vis,1.0
regen,regen,1.0
scherp,prikken,0.621
scherp,schillen,0.571
scherp,pellen,0.56
staart,staart,1.0
grommen,blaffen,0.855
grommen,grommen,1.0
jagen,schieten,0.735
jagen,jagen,1.0
zingen,zingen,1.0
juichen,blij,0.74
juichen,vieren,0.731
juichen,feest,0.638
bitter,eten,0.502
bitter,doorslikken,0.605
bitter,snoepen,0.562
langzaam,auto,0.531
langzaam,sloom,0.901
langzaam,luisteren,0.497
klein,piepen,0.585
klein,zacht,0.666
klein,klein,1.0
bijten,klappen,0.652
bijten,kauwen,0.856
bijten,eten,0.698
vliegen,wind,0.628
vliegen,strand,0.507
vliegen,vuurwerk,0.585
gooien,toeter,0.493
gooien,startsignaal,
gooien,oorlog,0.516
wind,wind,1.0
glimlach,afvragen,0.55
glimlach,neutraal,0.515
glimlach,eens,0.541
sneeuw,kou,0.712
sneeuw,wind,0.6
sneeuw,winter,0.802
groot,brullen,0.548
groot,luid,0.679
groot,diep,0.658
ei,laag,0.538
ei,boerderij,0.56
ei,boer,0.542
hoog,laag,0.723
hoog,hoog,1.0
zout,wind,0.513
zout,eten,0.58
zout,snijden,0.521
vangen,grommen,0.563
vangen,helpen,0.638
vangen,aanvallen,0.656
huilen,huilen,1.0
staan,uitleggen,0.646
staan,energiek,0.545
staan,praten,0.612
klok,klok,1.0
telefoon,bellen,0.836
telefoon,ophangen,0.566
telefoon,telefoon,1.0
ik,ik,1.0
boos,boos,1.0
vlieg,vliegen,0.942
vlieg,vlieg,1.0
bliksem,onweer,0.846
bliksem,bliksem,1.0
geur,ruik,0.933
geur,snuiven,0.738
geur,geur,1.0
vechten,gevecht,0.953
vechten,karate,0.664
vechten,zelfverdediging,0.631
fluisteren,geheim,0.645
fluisteren,fluisteren,1.0
fiets,fietsen,0.975
fiets,fiets,1.0
eend,eend,1.0
kind,klein,0.664
kind,kind,1.0
snel,snel,1.0
vuur,vuur,1.0
springen,springen,1.0
ruiken,ruiken,1.0
zuigen,slurpen,0.772
zuigen,blazen,0.697
zuigen,zuigen,1.0
lopen,wandelen,0.875
lopen,lopen,1.0
gek,vermoeidheid,0.502
knippen,vogel,0.491
vogel,vogel,1.0
kat,poes,0.9
zwaar,vallen,0.569
dik,crashen,0.49
onweer,oorlog,0.536
vangen,snijde,0.579
vliegen,wind,0.628
koken,slang,0.551
leeg,ei,0.527
bitter,vies,0.708
walgen,eng,0.603
geur,ruiken,0.933
scherp,gooien,0.523
zoet,lekker,0.807
verbranden,pijn,0.559
vechten,raken,0.577
olifant,fanfare,0.52
comfortabel,knuffelen,0.607
hond,hond,1.0
man,sterk,0.535
bang,enthousiast,0.605
zuur,walging,0.605
staart,zebra,0.55
likken,likken,1.0
zwemmen,zwemmen,1.0
auto,motor,0.874
haasten,hardlopen,0.668
snel,sprinten,0.696
vlieg,vlieg,1.0
hoog,groot,0.724
luidruchtig,juichen,0.627
berg,ballerina,0.485
drinken,drinken,1.0
grommen,leeuw,0.554
dansen,dansen,1.0
bloem,bloem,1.0
vrouw,vrouw,1.0
bliksem,hakken,0.526
ziek,ziek,1.0
langzaam,traag,0.948
slaan,slaan,1.0
rennen,rennen,1.0
wind,wind,1.0
rijk,geld,0.585
snijden,snijden,1.0
boos,boos,1.0
kind,uitzicht,0.507
koud,koud,1.0
goed,leuk,0.775
blij,blij,1.0
sterk,sterk,1.0
slapen,slapen,1.0
telefoon,bellen,0.836
telefoon,telefoon,1.0
juichen,juichen,1.0
zoemen,vlieg,0.592
zoemen,mug,0.609
zoemen,zoemen,1.0
ei,drol,0.556
ei,ei,1.0
vuur,bakken,0.618
vuur,verbranden,0.8
vuur,heet,0.786
oud,oud,1.0
geven,afrekenen,0.731
geven,geven,1.0
kotsen,overgeven,0.887
kotsen,spugen,0.946
kotsen,kotsen,1.0
fluisteren,roddelen,0.788
fluisteren,fluisteren,1.0
zingen,zingen,1.0
geheim,roddelen,0.606
geheim,fluisteren,0.645
geheim,geheim,1.0
groot,groot,1.0
misschien,onwetend,0.533
misschien,twijfelen,0.642
misschien,dom,0.551
zout,zout,1.0
blazen,blazen,1.0
kauwen,eten,0.748
kauwen,kauwen,1.0
kruipen,kruipen,1.0
vallen,vallen,1.0
zwaaien,sneeuw,0.521
zwaaien,wind,0.598
zwaaien,vogel,0.524
geheim,stil,0.633
geheim,geroezemoes,0.547
geheim,fluisteren,0.645
heet,vermoeid,0.564
heet,warm,0.856
heet,uitgeput,0.543
slang,wind,0.522
slang,slang,1.0
huilen,huilen,1.0
eten,smakken,0.54
eten,eten,1.0
lachen,lachen,1.0
staan,fout,0.522
staan,glijbaan,0.529
staan,kort,0.542
zuigen,slissen,0.572
zuigen,slurpen,0.772
zuigen,fluiten,0.606
glimlach,klein,0.551
glimlach,grappig,0.618
glimlach,kort,0.493
eend,kikker,0.7
eend,eend,1.0
ver,vallen,0.548
ver,luchtalarm,0.504
ver,vermoeid,0.568
regen,typen,0.493
regen,boom,0.55
regen,regen,1.0
piepen,kat,0.567
piepen,zeuren,0.734
horen,snappen,0.689
horen,begrijpen,0.723
horen,luisteren,0.813
jagen,jagen,1.0
springen,gooien,0.732
springen,springen,1.0
ruiken,ruiken,1.0
vliegtuig,vliegtuig,1.0
juichen,juichen,1.0
ik,begrijpen,0.619
ik,student,0.539
ik,vrouw,0.645
dood,dood,1.0
vis,vis,1.0
hoorn,ezel,0.585
hoorn,neushoorn,0.704
hoorn,hoorn,1.0
verdrietig,huilen,0.695
verdrietig,verdrietig,1.0
ademen,ademen,1.0
weten,kennis,0.749
weten,brein,0.591
weten,antwoord,0.594
klok,klok,1.0
telefoon,bellen,0.836
telefoon,telefoon,1.0
niet,nee,0.873
niet,mogen,0.732
niet,kiezen,0.538
stil,zacht,0.811
stil,stil,1.0
klein,klein,1.0
bijten,bijten,1.0
gooien,gooien,1.0
lopen,wandelen,0.875
lopen,hardlopen,0.864
lopen,joggen,0.749
water,waterval,0.727
water,kraan,0.708
water,water,1.0
snijden,banden oppompen,
rijk,springen,0.527
koud,koud,1.0
hond,hond,1.0
zwaar,zuchten,0.602
oud,pijn,0.539
zuur,zuchten,0.546
vangen,afkeuren,0.602
vliegen,opgelucht,0.53
knippen,tikken,0.63
bloem,wind,0.562
dood,overgeven,0.559
bliksem,bom,0.59
sterk,boos,0.614
blazen,wind,0.732
eten,eten,1.0
weten,verwonderen,0.593
likken,eten,0.593
olifant,tuba,0.529
comfortabel,knuffelen,0.607
snel,rennen,0.688
vrouw,vrouw,1.0
goed,aanmoedigen,0.538
heet,warm,0.856
zoet,knap,0.625
huilen,huilen,1.0
gooien,gooien,1.0
leeg,vliegen,0.52
haasten,zoeken,0.578
kind,likken,0.51
luidruchtig,schreeuwen,0.734
berg,berg,1.0
slang,slang,1.0
piepen,kuiken,0.6
kauwen,koekje,0.622
zwemmen,zwemmen,1.0
auto,autorijden,0.913
gek,doordraaien,0.674
bitter,vies,0.708
zoemen,eng,0.53
kat,kruipen,0.548
ver,zoeken,0.582
scherp,snijden,0.623
staart,staart,1.0
ruiken,ruiken,1.0
dansen,dansen,1.0
koken,koken,1.0
ik,ik,1.0
boos,boos,1.0
hoog,omhoog,0.712
geur,ruiken,0.933
klein,klein,1.0
slaan,slaan,1.0
lachen,lachen,1.0
glimlach,giechelen,0.781
glimlach,lachen,0.858
glimlach,uitlachen,0.715
zingen,neuriën,0.857
zingen,vrolijk,0.626
zingen,zingen,1.0
vis,vis,1.0
blij,boren,0.53
blij,lachen,0.673
blij,giechelen,0.624
hoorn,klokken,0.685
hoorn,trommelen,0.701
hoorn,muziek,0.67
niet,afkeuren,0.599
niet,verliezen,0.577
niet,jammer,0.619
bang,bang,1.0
vallen,dicht,0.588
vallen,ontploffing,0.607
vallen,dicht,0.588
springen,springen,1.0
juichen,juichen,1.0
telefoon,deurbel,0.716
telefoon,ringtoon,
telefoon,bel,0.718
ei,kip,0.77
ei,pikken,0.519
ei,vogel,0.656
vlieg,mug,0.742
vlieg,bij,0.575
vlieg,vliegen,0.942
stil,stil,1.0
ademen,ademen,1.0
kotsen,overgeven,0.887
kotsen,vies,0.648
kotsen,goor,0.657
fluisteren,fluisteren,1.0
wind,wind,1.0
fiets,fietsen,0.975
fiets,bellen,0.518
fiets,fietsbel,
bal,basketbal,0.847
bal,gooien,0.656
bal,bal,1.0
misschien,twijfelen,0.642
misschien,denken,0.784
misschien,onzeker,0.562
ziek,moe,0.703
ziek,zweten,0.538
ziek,ziek,1.0
bijten,eten,0.698
bijten,happen,0.979
bijten,bijten,1.0
verbranden,verbranden,1.0
kruipen,kruipen,1.0
vechten,vechten,1.0
slapen,slapen,1.0
geheim,stil,0.633
geheim,stilte,0.705
geheim,geluidloos,0.637
vliegtuig,vliegen,0.872
vliegtuig,vliegtuig,1.0
vogel,vogel,1.0
regen,regen,1.0
langzaam,sloom,0.901
dik,dik,1.0
onweer,vuurwerk,0.616
onweer,oud en nieuw,
onweer,douche,0.621
drinken,drinken,1.0
grommen,boos,0.653
grommen,grommen,1.0
eend,kip,0.772
eend,eend,1.0
sneeuw,sneeuw,1.0
groot,groot,1.0
walgen,vies,0.677
walgen,goor,0.664
walgen,afwijzen,0.649
verdrietig,somber,0.862
verdrietig,huilen,0.695
verdrietig,verdrietig,1.0
jagen,schieten,0.735
jagen,springen,0.627
jagen,jagen,1.0
staan,hurken,0.658
staan,opstaan,0.754
staan,rechtop,0.733
zuigen,zuigen,1.0
water,water,1.0
zwaaien,zwaaien,1.0
klok,klok,1.0
vuur,vaas,0.55
vuur,open haard,
vuur,vuur,1.0
man,plassen,0.535
man,man,1.0
zout,eten,0.58
zout,zout,1.0
geven,cadeau,0.695
geven,delen,0.714
geven,geven,1.0
horen,luisteren,0.813
horen,horen,1.0
rennen,rennen,1.0
lopen,lopen,1.0
gek,gek,1.0
bloem,bloem,1.0
ik,ik,1.0
walgen,overgeven,0.676
ei,poepen,0.532
hoog,lucht,0.577
drinken,drinken,1.0
lachen,lachen,1.0
slapen,slapen,1.0
haasten,hardlopen,0.668
knippen,knippen,1.0
luidruchtig,schreeuwen,0.734
niet,nee,0.873
dik,taille,0.599
vliegen,vliegen,1.0
springen,springen,1.0
kotsen,walgen,0.77
wind,vallen,0.501
olifant,olifant,1.0
auto,autorijden,0.913
kat,kat,1.0
vrouw,vrouw,1.0
zwaar,dik,0.797
man,sterk,0.535
sterk,bodybuilder,0.571
vallen,vallen,1.0
weten,bedenken,0.757
dansen,dansen,1.0
koken,bakken,0.841
boos,boos,1.0
zoemen,vliegen,0.616
stil,stilte,0.896
ademen,zuchten,0.743
zuigen,zuigen,1.0
zwemmen,zwemmen,1.0
lopen,hardlopen,0.864
snel,wind,0.544
comfortabel,lopen,0.565
groot,opstijgen,0.539
kind,baby,0.881
blij,kind,0.561
heet,vliegen,0.531
zuur,misselijk,0.648
kruipen,roeien,0.517
gooien,waaien,0.656
snijden,traplopen,
langzaam,wind,0.53
ver,drinken,0.491
vuur,kruipen,0.489
slang,slang,1.0
kauwen,smakken,0.65
vechten,klappen,0.612
grommen,grommen,1.0
jagen,pistool,0.57
eend,eend,1.0
telefoon,voicemail,0.838
telefoon,bellen,0.836
telefoon,intoetsen,0.579
hoorn,blazen,0.643
hoorn,rijden,0.548
hoorn,orkest,0.671
bliksem,slaan,0.62
bliksem,wegwaaien,0.677
bliksem,neerkomen,0.541
geur,opsnuiven,0.798
geur,walging,0.629
geur,inademen,0.676
piepen,aap,0.598
piepen,aapje,0.568
piepen,remmen,0.573
vangen,pakken,0.923
vangen,weggooien,0.657
vangen,glijden,0.586
geven,schommelen,0.588
geven,verdergaan,0.632
geven,zingen,0.577
slaan,slaan,1.0
glimlach,lachen,0.858
glimlach,grinniken,0.781
glimlach,zuchten,0.623
fiets,hijgen,0.516
fiets,hardlopen,0.639
fiets,ademhalen,0.493
koud,zuchten,0.533
koud,ontspannen,0.584
koud,,
dood,vallen,0.596
dood,neerschieten,0.652
dood,pijn,0.57
snel,lekken,0.562
snel,regenen,0.505
snel,storm,0.552
goed,denken,0.597
goed,blij,0.697
goed,tevreden,0.658
verdrietig,piepen,0.56
verdrietig,huilen,0.695
verdrietig,verdrietig,1.0
klein,schattig,0.686
klein,lief,0.66
klein,aardig,0.652
zoet,eten,0.646
zoet,lekker,0.807
zoet,smakelijk,0.791
vliegtuig,vliegen,0.872
vliegtuig,opstijgen,0.652
vliegtuig,rondvliegen,0.495
juichen,juichen,1.0
bitter,zuur,0.791
bitter,zout,0.638
bitter,vies,0.708
vlieg,vliegen,0.942
vlieg,krimpen,0.503
vlieg,wegvliegen,0.781
zout,zuur,0.736
zout,zout,1.0
langzaam,lopen,0.614
langzaam,zachtjes lopen,
langzaam,langzaam,1.0
staart,wc rol,
staart,staart,1.0
horen,doof,0.581
horen,horen,1.0
fluisteren,stil,0.715
fluisteren,stilte vragen,
fluisteren,vertellen,0.649
bal,rondje,0.616
bal,voetbal,0.809
bal,bal,1.0
geheim,fluisteren,0.645
geheim,eigen,0.577
geheim,mezelf,0.519
vogel,bommetje,0.568
vogel,vliegen,0.717
vogel,meeuw,0.753
vis,vissen,0.966
vis,vis,1.0
misschien,twijfelen,0.642
misschien,twijfelachtig,0.602
misschien,dubieus,0.58
oud,bejaarde,0.799
oud,oud,1.0
ziek,overgeven,0.62
ziek,overgegeven,0.62
ziek,ziek,1.0
blazen,blazen,1.0
staan,staan,1.0
klok,klok,1.0
zwaaien,begroeten,0.622
zwaaien,zwaaien,1.0
berg,reizen,0.558
berg,berg,1.0
regen,regenen,0.978
bang,bang,1.0
onweer,storm,0.94
onweer,bliksem,0.846
onweer,onweer,1.0
huilen,huilen,1.0
likken,likken,1.0
rennen,hardlopen,0.962
rennen,sprinten,0.9
rennen,joggen,0.764
sneeuw,koud,0.736
sneeuw,skiën,0.769
sneeuw,winter,0.802
zingen,zingen,1.0
hond,hondje,0.902
scherp,aansteken,0.552
scherp,snijden,0.623
scherp,mes,0.632
bijten,bijten,1.0
verbranden,aansteken,0.806
verbranden,vuur,0.8
verbranden,brand,0.843
eten,opeten,0.89
eten,eten,1.0
ruiken,ruiken,1.0
water,regendrank,
water,beslaan,0.544
water,slaan,0.514
olifant,olifant,1.0
comfortabel,knuffelen,0.607
ik,ikzelf,0.923
snel,rennen,0.688
niet,fout,0.629
scherp,verrekijker,0.565
klein,lager,0.562
zoet,lekker,0.807
vallen,vallen,1.0
snijden,mes,0.711
rijk,geld,0.585
ver,zoeken,0.582
zwaar,uitgeput,0.591
onweer,vuurwerk,0.616
bijten,eten,0.698
verbranden,regen,0.518
kauwen,eten,0.748
slaan,tennis,0.585
gek,paard,0.523
haasten,vluchten,0.649
vlieg,bijen,0.642
oud,pijn,0.539
regen,plassen,0.616
kruipen,huilen,0.634
huilen,huilen,1.0
grommen,leeuw,0.554
fluisteren,seinen,0.553
koken,trein,0.523
dansen,muis,0.515
kat,kat,1.0
vis,vis,1.0
ziek,ziek,1.0
stil,stilte,0.896
zwemmen,regen,0.553
gooien,vliegtuig,0.501
kotsen,kots,0.982
bloem,bloem,1.0
knippen,schaar,0.772
koud,koud,1.0
zout,zout,1.0
bang,schrikken,0.874
drinken,drinken,1.0
vliegen,vliegen,1.0
horen,luisteren,0.813
lachen,lachen,1.0
leeg,boek,0.517
auto,rijden,0.742
vogel,vliegen,0.717
bitter,zout,0.638
goed,goed,1.0
hoog,groot,0.724
staart,staart,1.0
dik,dik,1.0
slapen,slapen,1.0
telefoon,telefoon,1.0
zingen,koor,0.799
zingen,zingen,1.0
groot,verbijsterd,0.524
groot,mooi,0.687
groot,hoog,0.724
walgen,kotsen,0.77
walgen,vies,0.677
walgen,bitter,0.647
vuur,vliegen,0.555
vuur,vogel,0.508
vuur,wind,0.589
bliksem,klap,0.64
bliksem,schieten,0.62
bliksem,pistool,0.567
geur,ruiken,0.933
geur,reuk,0.987
geur,geur,1.0
verdrietig,huilen,0.695
verdrietig,snikken,0.717
verdrietig,verdrietig,1.0
likken,likken,1.0
eend,eend,1.0
klok,klok,1.0
heet,koud,0.726
heet,opgelucht,0.806
heet,zuchten,0.565
misschien,denken,0.784
misschien,afvragen,0.676
misschien,overwegen,0.666
langzaam,onweer,0.512
langzaam,poepen,0.495
langzaam,sprinten,0.594
zuur,proeven,0.586
zuur,vies,0.623
zuur,smaak,0.652
blazen,wind,0.732
blazen,koud,0.537
blazen,pittig,0.54
vangen,vuurwerk,0.489
vangen,speedboot,0.519
vangen,schieten,0.673
springen,springen,1.0
bal,gooien,0.656
bal,bal,1.0
geheim,geheim,1.0
zoemen,bij,0.582
zoemen,zoomen,0.591
ei,ei,1.0
vrouw,mooi,0.536
vrouw,klaarmaken,0.489
vrouw,bruid,0.684
hoorn,toeter,0.945
hoorn,trompet,0.83
hoorn,aankondigen,0.544
piepen,typen,0.545
piepen,hoge toon,
piepen,pieptoon,0.752
eten,eten,1.0
staan,stevig,0.61
staan,recht,0.619
staan,sterk,0.597
sneeuw,sprenkelen,0.562
sneeuw,sneeuw,1.0
vliegtuig,vliegen,0.872
vliegtuig,vliegtuig,1.0
blij,blij,1.0
slang,vis,0.606
slang,slang,1.0
vechten,boksen,0.773
vechten,vechten,1.0
rennen,sprinten,0.9
rennen,rennen,1.0
lopen,wandelen,0.875
lopen,vrolijk,0.525
lopen,lopen,1.0
water,drinken,0.692
water,water,1.0
wind,wind,1.0
juichen,juichen,1.0
fiets,fietsen,0.975
fiets,scooter,0.9
fiets,wiel,0.808
boos,boos,1.0
kind,baby,0.881
kind,kind,1.0
dood,dood,1.0
hond,hond,1.0
man,man,1.0
berg,berg,1.0
jagen,jagen,1.0
glimlach,lach,0.965
glimlach,glimlach,1.0
zwaaien,zwaaien,1.0
luidruchtig,coach,0.5
luidruchtig,aanvoerder,0.534
luidruchtig,toejuichen,0.606
sterk,sterk,1.0
ademen,opgelucht,0.6
ademen,ademen,1.0
geven,cadeau,0.695
geven,geven,1.0
weten,idee,0.646
weten,denken,0.816
weten,beslissing,0.538
ruiken,ruiken,1.0
zuigen,inademen,0.745
zuigen,trekken,0.648
zuigen,elastiek,0.548
rijk,gillen,0.536
olifant,applaus,0.493
groot,uitschreeuwen,0.537
koud,koud hebben,
hoog,verwondering,0.507
kauwen,eten,0.748
huilen,huilen,1.0
grommen,boos,0.653
lachen,lachen,1.0
dansen,zingen,0.688
bloem,rust,0.505
ik,veronderstelling,0.591
kind,vrolijk,0.552
walgen,uitkijken,0.544
geur,lekker,0.611
vangen,vallen,0.666
rennen,moe,0.534
staan,springen,0.575
leeg,uitgeput,0.674
auto,rijden,0.742
bitter,walgen,0.647
ver,zoeken,0.582
snel,ontwijken,0.554
goed,aanmoedigen,0.538
heet,opluchting,0.535
zout,verbazing,0.486
dik,groot,0.749
knippen,knippen,1.0
comfortabel,slapen,0.637
blij,vrolijk,0.882
ziek,ziek,1.0
staart,staart,1.0
bijten,bijten,1.0
kruipen,kruipen,1.0
zuigen,ademen,0.711
water,water,1.0
haasten,rennen,0.678
koken,koken,1.0
vis,vis,1.0
langzaam,slowmotion,
klein,klein,1.0
sterk,sterk,1.0
weten,bevestigen,0.643
ruiken,ruiken,1.0
wind,wind,1.0
gek,verbazing,0.641
snijden,snijden,1.0
vrouw,nonchalant,0.533
hoorn,hoorn,1.0
luidruchtig,meeuwen,0.53
verdrietig,huilen,0.695
onweer,onweer,1.0
jagen,jagen,1.0
zwemmen,zwemmen,1.0
klok,getik,0.759
klok,klok,1.0
telefoon,telefoon,1.0
dood,saai,0.592
dood,spanning,0.504
dood,geluid,0.52
ei,lek,0.503
ei,kip,0.77
ei,ei,1.0
berg,drukte,0.504
berg,luidruchtig,0.485
berg,verbazing,0.523
vallen,val,0.869
vallen,vallen,1.0
vliegen,wind,0.628
vliegen,opluchting,0.509
vliegen,raket,0.643
slaan,wegjagen,0.697
slaan,weglopen,0.655
slaan,sterk,0.595
slapen,slapen,1.0
fiets,blazen,0.469
fiets,adem,0.487
fiets,lucht,0.508
vliegtuig,storm,0.55
vliegtuig,ongeluk,0.603
vliegtuig,lancering,0.563
vogel,piepen,0.599
vogel,klein,0.528
vogel,duif,0.824
hond,hond,1.0
regen,waterdruppel,0.736
regen,lekken,0.587
regen,lek,0.569
piepen,vleermuis,0.554
piepen,dier,0.548
piepen,kat,0.567
zoet,lekker,0.807
zoet,smaken,0.702
zoet,heerlijk,0.724
geven,hoog,0.543
geven,rustig,0.496
geven,relaxen,0.541
likken,likken,1.0
geheim,fluisteren,0.645
geheim,verklappen,0.706
geheim,geheim,1.0
bal,gooien,0.656
bal,volleyballen,0.799
bal,tennissen,0.777
boos,boos,1.0
stil,stilte,0.896
stil,rust,0.833
stil,sussen,0.654
zuur,walgen,0.606
zuur,vies,0.623
zuur,drugs,0.543
ademen,ademen,1.0
eten,eten,1.0
vechten,vechten,1.0
springen,springen,1.0
zwaaien,begroeten,0.622
zwaaien,zwaaien,1.0
glimlach,glimlach,1.0
kat,kat,1.0
vuur,waterval,0.537
vuur,aaien,0.54
vuur,vuur,1.0
vlieg,bijen,0.642
vlieg,bij,0.575
vlieg,vlieg,1.0
bliksem,bliksem,1.0
niet,fout,0.629
niet,oneens,0.559
niet,nee,0.873
verbranden,verbranden,1.0
horen,verstaan,0.737
horen,horen,1.0
sneeuw,regen,0.727
sneeuw,sneeuw,1.0
zingen,zingen,1.0
zoemen,lawaai,0.801
zoemen,vlieg,0.592
zoemen,wattenstaaf,
zwaar,zwaar,1.0
bang,bang,1.0
scherp,pijn,0.594
scherp,snijden,0.623
scherp,mes,0.632
gooien,gooien,1.0
kotsen,overgeven,0.887
kotsen,vies,0.648
kotsen,kotsen,1.0
fluisteren,fluisteren,1.0
eend,vleugels,0.598
eend,graven,0.502
eend,schildpad,0.649
juichen,juichen,1.0
man,sterk,0.535
man,dominant,0.526
man,geslacht,0.621
misschien,twijfelen,0.642
misschien,misschien,1.0
oud,oud,1.0
slang,golvend,0.556
slang,ratelslang,0.839
slang,slang,1.0
blazen,lucht,0.685
blazen,blazen,1.0
drinken,drinken,1.0
lopen,wandelen,0.875
lopen,lopen,1.0
comfortabel,vraag,0.502
leeg,verbaasd,0.56
groot,lekker,0.626
vuur,wind,0.589
vis,bubbelen,
stil,stilte,0.896
klein,muis,0.59
slapen,snurken,0.797
kotsen,geit,0.522
olifant,vrolijk,0.527
snijden,lucht,0.471
ver,wind,0.527
misschien,vraag,0.566
ziek,kuchen,0.642
slang,slang,1.0
piepen,klein,0.585
huilen,huilen,1.0
weten,genieten,0.63
knippen,knippen,1.0
haasten,rennen,0.678
bitter,proeven,0.568
hoorn,snorkelen,0.531
niet,nee,0.873
geur,dichtknijpen,0.515
onweer,regen,0.855
vliegen,vliegen,1.0
zuigen,roken,0.674
koken,roeren,0.66
rijk,geld,0.585
langzaam,slowmotion,
zoet,lachen,0.549
bijten,bijten,1.0
verbranden,schrikken,0.544
drinken,drinken,1.0
water,water,1.0
wind,waaien,0.821
dansen,wandelen,0.599
bloem,ruiken,0.565
ik,ik,1.0
hond,hond,1.0
kruipen,kruipen,1.0
geven,geven,1.0
grommen,leeuw,0.554
lachen,lachen,1.0
likken,likken,1.0
auto,rijden,0.742
gek,schrikken,0.59
dood,doodgaan,0.843
ei,klein,0.543
bliksem,bliksem,1.0
luidruchtig,schreeuwen,0.734
zout,muis,0.478
vallen,bukken,0.635
lopen,hardlopen,0.864
eend,flapperen,0.54
eend,vogel,0.808
eend,eend,1.0
juichen,juichen,1.0
kind,baby,0.881
kind,kind,1.0
koud,koud,1.0
regen,regen,1.0
blazen,blazen,1.0
horen,luisteren,0.813
horen,horen,1.0
rennen,rennen,1.0
fluisteren,fluisteren,1.0
fiets,rijden,0.791
fiets,fietsen,0.975
fiets,sturen,0.553
glimlach,lachen,0.858
glimlach,glimlach,1.0
oud,kruipen,0.488
oud,wandelstok,0.557
oud,oud,1.0
verdrietig,huilen,0.695
verdrietig,verdrietig,1.0
scherp,niet,0.562
scherp,punt,0.604
scherp,snijden,0.623
zuur,vies,0.623
zuur,bitter,0.791
zuur,nasmaak,0.699
vechten,boksen,0.773
vechten,vechten,1.0
jagen,schieten,0.735
jagen,jagen,1.0
springen,springen,1.0
klok,klok,1.0
bal,stuiteren,0.693
bal,vallen,0.517
bal,kloppen,0.564
heet,opluchting,0.535
heet,slaan,0.555
heet,plassen,0.552
dik,vliegtuig,0.492
dik,boer,0.508
dik,grasmaaier,0.484
eten,eten,1.0
slaan,neerploffen,0.701
slaan,zitten,0.606
slaan,slaan,1.0
ruiken,snikken,0.575
ruiken,inademen,0.725
ruiken,verdrietig,0.522
zwemmen,zwemmen,1.0
gooien,wind,0.56
gooien,windstoot,0.587
gooien,stoot,0.704
vliegtuig,wind,0.598
vliegtuig,waaien,0.563
vliegtuig,stofzuigen,0.535
sneeuw,fluisteren,0.516
sneeuw,klein,0.512
sneeuw,zacht,0.56
boos,boos,1.0
zoemen,stofzuigen,0.576
zoemen,bij,0.582
zoemen,vlieg,0.592
kat,kat,1.0
goed,lekker,0.787
goed,genieten,0.599
goed,proeven,0.553
zwaar,balen,0.622
zwaar,stoten,0.579
zwaar,balen,0.622
berg,bedenken,0.484
berg,neuriën,0.515
berg,genieten,0.513
bang,schrikken,0.874
bang,bang,1.0
telefoon,bellen,0.836
telefoon,telefoneren,0.972
telefoon,telefoon,1.0
zingen,zingen,1.0
vogel,vliegen,0.717
vogel,eend,0.808
vogel,vogel,1.0
vrouw,jezelf,0.581
vrouw,dutje,0.486
vrouw,seks,0.606
man,man,1.0
staart,afvegen,0.537
staart,scheet,0.544
staart,kwispelen,0.68
vangen,windstoot,0.53
vangen,vangen,1.0
kauwen,kauwen,1.0
staan,neerzetten,0.767
staan,staan,1.0
zwaaien,zwaaien,1.0
geheim,fluisteren,0.645
geheim,roddelen,0.606
geheim,praten,0.548
walgen,kotsen,0.77
walgen,walgen,1.0
snel,rennen,0.688
snel,snel,1.0
vlieg,mug,0.742
vlieg,vlieg,1.0
blij,glimlachen,0.685
blij,lachen,0.673
blij,giechelen,0.624
hoog,vraag,0.535
hoog,wijzen,0.555
hoog,hoog,1.0
sterk,sterk,1.0
ademen,ademen,1.0
olifant,olifant,1.0
auto,auto,1.0
ik,ik,1.0
geur,ruiken,0.933
piepen,alarm,0.668
zoet,lekker,0.807
blazen,blazen,1.0
slapen,slapen,1.0
gooien,gooien,1.0
dansen,dansen,1.0
koken,koken,1.0
